> Shore Bin # 1, Level 1
20	80.4023804074
19.6249332418	80.5053788052
19.8123140307	80.204165713
18.9925993744	80.3334096284
19.5698481727	80.1362630655
19.259937438	80.0794995041
18.7100022889	80.2020294499
17.7376974136	80.1258869306
18.2998397803	80.0204470893
18.9274433509	80.0433356222
18.8728160525	80
> Shore Bin # 1, Level 1
16.4257267109	80
16.2697795071	80.0587472343
16.0817883574	80
> Shore Bin # 1, Level 1
18.6694132906	80
18.6352330816	80.0096131838
18.5871671626	80
> Shore Bin # 2, Level 1
26.9509422446	80
26.8175783932	80.1507591363
25.6797131304	80.1519798581
25.3298237583	80.270389868
24.7725642786	80.2417029068
24.8300907912	80.3462272068
24.4298466468	80.2438391699
24.59235523	80.3141832609
24.1248187991	80.3471427481
24.3524834058	80.2691691463
23.7398336767	80.2787823301
23.6475165942	80.1216144045
23.4148165103	80.1937895781
23.0746929122	80.1037613489
23.3325703822	80.4208438239
22.7948424506	80.5046158541
22.7647821775	80.3112840467
22.6024261845	80.4165712978
22.3273060197	80.3965819791
22.2645914397	80
> Shore Bin # 2, Level 1
22.2221713588	80
22.0772106508	80.1100175479
21.6023498894	80.1100175479
21.8220798047	80.2607766842
20.8598458839	80.1962310216
20.4072632944	80.4049744411
20.0650034333	80.3845273518
20	80.4023804074
> Shore Bin # 9, Level 1
93.717097734	80
94.5900663767	80.1371786069
97.3047989624	80.2204928664
97.137254902	80.5633630884
98.1922636759	80.6517128252
96.8273441672	80.9216449226
96.6073090715	81.0708781567
96.1374837873	81.0649271382
96.5123979553	81.0908674754
95.7029068437	81.190966659
96.0473029679	81.2182803082
95.6702525368	81.2805371176
95.1374074922	81.2526131075
95.5178149081	81.2085145342
95.3049515526	81.1520561532
93.5722896162	80.9816128786
94.0700389105	80.9445334554
93.1425955596	80.9558251316
92.5426108186	80.7283131151
93.4225986114	80.7675288014
92.8325322347	80.599984741
92.9324788281	80.4716563668
92.0074769207	80.4174868391
92.7473868925	80.3607232776
91.7499046311	80.3479056992
91.4624246586	80.2583352407
92.3147936217	80.2462806134
93.0074006256	80.1492332341
92.3501945525	80.1995880064
92.154726482	80.1553368429
93.7114518959	80.0001525902
93.7116044862	80
> Shore Bin # 9, Level 1
98.0503547723	80
98.152590219	80.0407415885
97.6798657206	80.1663233387
95.8698405432	80.0762951095
95.5147631037	80.1228351263
95.3147173266	80.0361638819
95.0051117723	80.1112382696
94.7530327306	80
> Shore Bin # 9, Level 1
99.5057602808	80
99.4621194781	80.0141908904
99.1422903792	80.0115968566
99.3475242237	80.0390630961
98.7751583124	80.0720225834
98.6910811017	80
> Shore Bin # 26, Level 1
-90	80.4840161746
-90.7486076143	80.5613794156
-90.5566491188	80.6398107881
-91.8049897002	81.163042649
-93.4926375219	81.3797207599
-93.4955367361	81.3099870298
-94.2064545663	81.3482871748
-94.360265507	81.2509346151
-93.1798275731	81.2126344701
-93.1042954147	81.0899519341
-94.2453650721	81.1126878767
-93.8062104219	81.0298313878
-94.3483634699	80.9619287404
-94.8725108721	81.0591287098
-95.5019455253	80.8133058671
-93.8335240711	80.7051194018
-94.6022735943	80.6387426566
-93.766536965	80.5201800565
-94.9681849393	80.6031891356
-95.9700923171	80.5824368658
-96.048065919	80.4870679789
-95.2320134279	80.374914168
-96.6196688792	80.3509575036
-95.924773022	80.193026627
-95.2121766995	80.2439917601
-95.7036697948	80.172121767
-95.3394369421	80.1182574197
-94.5566491188	80.2296482795
-94.0761425193	80.1829556725
-94.7885862516	80.087129015
-94.4661631189	80
> Shore Bin # 26, Level 1
-90	81.8959334707
-90.5775539788	81.8779278248
-91.8912031739	81.6580453193
-91.3975738155	81.5114061189
-90.6979476616	81.6749828336
-90.2301060502	81.6317998016
-90.140077821	81.702449073
-90.0285343709	81.6086060883
-90	81.6096742199
> Shore Bin # 26, Level 1
-94.6729228656	80
-96.6782635233	80.14633402
-96.6250095369	80.0430304417
-96.3054856184	80.0483710994
-96.4722667277	80
> Shore Bin # 26, Level 1
-90	81.5585564965
-90.8061341268	81.4477759976
-90.4046692607	81.3624780652
-90	81.4033722438
> Shore Bin # 26, Level 1
-90	81.2022583352
-90.2415503166	81.1941710536
-90	81.1103990234
> Shore Bin # 27, Level 1
-80	82.9263752193
-81.814602884	82.7922484169
-82.3566033417	82.6750591287
-82.6344701305	82.3584344244
-80.4199282826	82.0407415885
-85.1869993133	82.4805065995
-86.8096437018	82.2880903334
-86.1098649577	82.3105210956
-86.0495918212	82.2507057298
-86.4931715877	82.2665751125
-86.0666819257	82.2314793622
-86.8599984741	82.1977569238
-86.6262302586	82.1188677806
-84.8070496681	82.014648661
-84.5032425422	81.8811322194
-84.8694590677	81.9961852445
-84.7536430915	81.8736552987
-85.1528191043	81.9980163272
-85.6896314946	82.0009155413
-85.3752956435	81.8512245365
-86.0250247959	82.0192263676
-86.8169680323	82.0511177234
-87.1654840925	81.9571221485
-87.9662775616	82.1242084382
-89.0432593271	81.9830624857
-88.8761730373	81.8164339666
-89.2449835966	81.9406424048
-89.2301823453	81.7831692988
-89.6121156634	81.907988098
-90	81.8959334707
> Shore Bin # 27, Level 1
-90	81.1103990234
-89.6987869078	81.0058747234
-87.3713282979	81.0646219577
-84.6427100023	81.2881666285
-85.7535667964	81.0707255665
-89.4172579538	80.9120317388
-87.4949263752	80.623025864
-85.6501106279	81.0470740826
-82.3060959792	81.1775387198
-85.6781872282	80.9655909056
-86.7125963226	80.6007476921
-86.0617990387	80.5293354696
-85.5684748608	80.6216525521
-85.7863736934	80.5313191424
-83.7932402533	80.5420004578
